GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0035194	RNA-mediated post-transcriptional gene silencing	0.38981564311758976	0.38981564311758976	+1	RAN,NEAT1,DHX9,ELAVL1,EIF6,XPO5,NCOR2
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	0.38981564311758976	0.38981564311758976	+1	RPS3,KDM1A,TAF9,TAF9B
GO:0090030	regulation of steroid hormone biosynthetic process	0.38981564311758976	0.38981564311758976	+1	BMP5,H6PD
GO:0090042	tubulin deacetylation	0.38981564311758976	0.38981564311758976	+1	KAT2A,WDR5,MAPT
GO:0090129	positive regulation of synapse maturation	0.38981564311758976	0.38981564311758976	+1	CDC20,ADGRL1
GO:0045995	regulation of embryonic development	0.38981564311758976	0.38981564311758976	+1	CDK1,RACK1,RACGAP1,WDR5,PHLDB1,ZBED3
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	0.38981564311758976	0.38981564311758976	+1	BMP5,MYORG,PHIP
GO:0043633	polyadenylation-dependent RNA catabolic process	0.38981564311758976	0.38981564311758976	+1	EXOSC2,EXOSC8
GO:0045475	locomotor rhythm	0.38981564311758976	0.38981564311758976	+1	PTEN,MTA1
GO:1902117	positive regulation of organelle assembly	0.38981564311758976	0.38981564311758976	+1	STIL,SPAG5,CCDC88A,GPSM2,G3BP1,NUP62,CROCC
GO:0045838	positive regulation of membrane potential	0.38981564311758976	0.38981564311758976	+1	AKT2,ANK3
GO:0044597	daunorubicin metabolic process	0.38981564311758976	0.38981564311758976	+1	AKR1C2,AKR1C1
GO:1901950	dense core granule transport	0.38981564311758976	0.38981564311758976	+1	KIF5B,KIF1C
GO:1903564	regulation of protein localization to cilium	0.38981564311758976	0.38981564311758976	+1	CCDC88A,CROCC
GO:0051147	regulation of muscle cell differentiation	0.38981564311758976	0.38981564311758976	+1	PTBP1,MYLK3,OLFM2,NACA,SRF,HDAC9,EFNB2,FGFR2,DNMT1
GO:0090316	positive regulation of intracellular protein transport	0.38981564311758976	0.38981564311758976	+1	ANP32B,IPO5,TRIM28,KIF20B,TPR,AKT2,ECT2,RAN,ANK3,SAE1,CEP131,ZPR1
GO:1901977	negative regulation of cell cycle checkpoint	0.38981564311758976	0.38981564311758976	+1	CDT1,THOC1
GO:0097064	ncRNA export from nucleus	0.38981564311758976	0.38981564311758976	+1	NPM1,XPOT
GO:0070585	protein localization to mitochondrion	0.38981564311758976	0.38981564311758976	+1	HSPD1,SREBF1,TIMM13,TOMM40,TIMM8B,SAE1,TIMM50,MAPT,TOMM34,BCS1L,HSP90AA1
GO:0070849	response to epidermal growth factor	0.38981564311758976	0.38981564311758976	+1	TPR,PTPN11,MARS1,ZPR1
GO:0042177	negative regulation of protein catabolic process	0.38981564311758976	0.38981564311758976	+1	MAD2L1,HSP90AB1,LAPTM4B,TAF9,SNCA,UCHL5,USP14,RPL11,MAP1A
GO:2000377	regulation of reactive oxygen species metabolic process	0.38981564311758976	0.38981564311758976	+1	AKR1C1,DHFR,BRCA1,FOXM1,TRAP1,SNCA,MAPT,SLC5A3,EIF6,CYP1B1
GO:0098773	skin epidermis development	0.38981564311758976	0.38981564311758976	+1	SPINK5,STMN1,GAL,HDAC2,FGFR2,SFN
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	0.38981564311758976	0.38981564311758976	+1	DARS2,EARS2
GO:0036473	cell death in response to oxidative stress	0.38981564311758976	0.38981564311758976	+1	ATF4,RACK1,TRAP1,SIGMAR1,SFPQ,LANCL1,CYP1B1
GO:0036475	neuron death in response to oxidative stress	0.38981564311758976	0.38981564311758976	+1	ATF4,RACK1,LANCL1
GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	0.38981564311758976	0.38981564311758976	+1	TOP2A,SMARCB1,TOP2B
GO:0062014	negative regulation of small molecule metabolic process	0.38981564311758976	0.38981564311758976	+1	BRCA1,BMP5,PARP1,NUPR1,PGP,PRMT3,GIT1,BCKDK
GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway	0.38981564311758976	0.38981564311758976	+1	RSPO3,NKD1
GO:0043173	nucleotide salvage	0.38981564311758976	0.38981564311758976	+1	APRT,UCK2
GO:0043388	positive regulation of DNA binding	0.38981564311758976	0.38981564311758976	+1	HMGB1,H1-0,HMGB2,CEBPG,TWIST1
GO:0099519	dense core granule cytoskeletal transport	0.38981564311758976	0.38981564311758976	+1	KIF5B,KIF1C
GO:0071709	membrane assembly	0.38981564311758976	0.38981564311758976	+1	RCC1,PTEN,ANK3,DMKN,PTPRD,LRP4
GO:0140354	lipid import into cell	0.38981564311758976	0.38981564311758976	+1	AKT2,EPRS1,SLC27A5
GO:0042996	regulation of Golgi to plasma membrane protein transport	0.38981564311758976	0.38981564311758976	+1	RACK1,CSK
GO:1990481	mRNA pseudouridine synthesis	0.38981564311758976	0.38981564311758976	+1	DKC1,RPUSD4
GO:0000098	sulfur amino acid catabolic process	0.38981564311758976	0.38981564311758976	+1	BLMH,MPST
GO:0019751	polyol metabolic process	0.38981564311758976	0.38981564311758976	+1	DHFR,SORD,PTEN,SNCA,PGP,TPI1,SLC5A3,COQ2,PCK2
GO:0006694	steroid biosynthetic process	0.38981564311758976	0.38981564311758976	+1	ACLY,FGFR4,BMP5,G6PD,SQLE,SC5D,LBR,MVD,HSD17B7,FDFT1,H6PD,SLC27A5
GO:0009409	response to cold	0.38981564311758976	0.38981564311758976	+1	HSPD1,UCP2,HSP90AA1
GO:0010225	response to UV-C	0.38981564311758976	0.38981564311758976	+1	MAP3K4,YY1
GO:0002312	B cell activation involved in immune response	0.38981564311758976	0.38981564311758976	+1	HSPD1,MSH2,RIF1,EXOSC6,THOC1,PHF14
GO:0010463	mesenchymal cell proliferation	0.38981564311758976	0.38981564311758976	+1	MYC,FGFR2,PHF14
GO:0006607	NLS-bearing protein import into nucleus	0.38981564311758976	0.38981564311758976	+1	IPO5,KPNA2,KPNB1
GO:0009308	amine metabolic process	0.38981564311758976	0.38981564311758976	+1	KYNU,ODC1,SNCA,SLC29A4,SRM,SMS,COMT,AGMAT,BCKDK
GO:0009299	mRNA transcription	0.38981564311758976	0.38981564311758976	+1	ATF4,HNRNPD,TAF9,VDR,THRB
GO:0032253	dense core granule localization	0.38981564311758976	0.38981564311758976	+1	KIF5B,KIF1C
GO:0016125	sterol metabolic process	0.38981564311758976	0.38981564311758976	+1	ACLY,G6PD,SQLE,SC5D,LBR,MVD,HSD17B7,SOAT1,FDFT1,CYP1B1
GO:0032252	secretory granule localization	0.38981564311758976	0.38981564311758976	+1	KIF5B,KIF1C
GO:0006513	protein monoubiquitination	0.38981564311758976	0.38981564311758976	+1	BRCA1,KDM2B,FANCG,UBE2T,UBE2R2,UHRF1,DTL,FANCA
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.38981564311758976	0.38981564311758976	+1	EXOSC2,EXOSC6,EXOSC8
GO:0010994	free ubiquitin chain polymerization	0.38981564311758976	0.38981564311758976	+1	UBE2C,UBE2S
GO:0031116	positive regulation of microtubule polymerization	0.38981564311758976	0.38981564311758976	+1	RPS3,PSRC1,MAPT,GIT1
GO:0021543	pallium development	0.38981564311758976	0.38981564311758976	+1	COL3A1,KIF14,TACC3,PTEN,PALS1,WDR62,ROBO1
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.38981564311758976	0.38981564311758976	+1	HNRNPU,HNRNPD,DHX9,EXOSC2,SYNCRIP,EXOSC8,YBX1
GO:0018023	peptidyl-lysine trimethylation	0.38981564311758976	0.38981564311758976	+1	KMT2A,SMARCB1,ATRX,EEF2KMT,WDR82
GO:0002424	T cell mediated immune response to tumor cell	0.38981564311758976	0.38981564311758976	+1	HMGB1,HSPD1
GO:0006743	ubiquinone metabolic process	0.38981564311758976	0.38981564311758976	+1	COQ5,COQ8A,COQ2
GO:0001942	hair follicle development	0.38981564311758976	0.38981564311758976	+1	SPINK5,GAL,HDAC2,FGFR2
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.38981564311758976	0.38981564311758976	+1	SNCA,PTPN2,PHF14
GO:0010644	cell communication by electrical coupling	0.38981564311758976	0.38981564311758976	+1	GJC2,ANK3,CALM1,GJC1
GO:0009069	serine family amino acid metabolic process	0.38981564311758976	0.38981564311758976	+1	PSAT1,SEPHS1,SHMT2,MPST
GO:0006206	pyrimidine nucleobase metabolic process	0.38981564311758976	0.38981564311758976	+1	CAD,DHODH
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.38981564311758976	0.38981564311758976	+1	EXOSC2,EXOSC8
GO:0000459	exonucleolytic trimming involved in rRNA processing	0.38981564311758976	0.38981564311758976	+1	EXOSC2,EXOSC8
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.38981564311758976	0.38981564311758976	+1	RNPS1,EIF3E,UPF3B,CASC3
GO:0032000	positive regulation of fatty acid beta-oxidation	0.38981564311758976	0.38981564311758976	+1	AKT2,TWIST1
GO:0010675	regulation of cellular carbohydrate metabolic process	0.38981564311758976	0.38981564311758976	+1	NNMT,AKT2,PGAM1,MLST8,SNCA,NUPR1,PGP,GIT1,BCKDK,PTPN2
GO:0008203	cholesterol metabolic process	0.38981564311758976	0.38981564311758976	+1	ACLY,G6PD,SQLE,SC5D,LBR,MVD,HSD17B7,SOAT1,FDFT1
GO:0008033	tRNA processing	0.38981564311758976	0.38981564311758976	+1	WDR6,KARS1,TARBP1,AARS1,POP5,TRMT61A,GTPBP3,ELAC2,RPP40,CTU2,RPUSD4
GO:0019371	cyclooxygenase pathway	0.38981564311758976	0.38981564311758976	+1	PTGES2,PTGES3
GO:0010656	negative regulation of muscle cell apoptotic process	0.38981564311758976	0.38981564311758976	+1	NACA,NUPR1,DNMT1
GO:0006110	regulation of glycolytic process	0.38981564311758976	0.38981564311758976	+1	PGAM1,MLST8,NUPR1,EIF6,GIT1
GO:0002262	myeloid cell homeostasis	0.38981564311758976	0.38981564311758976	+1	HMGB1,HMGB2,G6PD,PRMT1,RPS14,RPS24,CEBPG,ACIN1,PTPN2
GO:0030647	aminoglycoside antibiotic metabolic process	0.38981564311758976	0.38981564311758976	+1	AKR1C2,AKR1C1
GO:0021591	ventricular system development	0.38981564311758976	0.38981564311758976	+1	KDM2B,CENPF
GO:0071028	nuclear mRNA surveillance	0.3920908201134789	0.3920908201134789	+1	EXOSC6,EXOSC8
GO:0090594	inflammatory response to wounding	0.3920908201134789	0.3920908201134789	+1	GIT1,F2R
GO:0006089	lactate metabolic process	0.3920908201134789	0.3920908201134789	+1	LDHB,LDHA
GO:0034651	cortisol biosynthetic process	0.3920908201134789	0.3920908201134789	+1	BMP5,H6PD
GO:0010664	negative regulation of striated muscle cell apoptotic process	0.3920908201134789	0.3920908201134789	+1	NACA,NUPR1
GO:0033598	mammary gland epithelial cell proliferation	0.3920908201134789	0.3920908201134789	+1	DEAF1,ROBO1
GO:0033572	transferrin transport	0.3920908201134789	0.3920908201134789	+1	STEAP3,TFR2
GO:0071635	negative regulation of transforming growth factor beta production	0.3920908201134789	0.3920908201134789	+1	HSP90AB1,LAPTM4B
GO:0032351	negative regulation of hormone metabolic process	0.3920908201134789	0.3920908201134789	+1	BMP5,PRMT3
GO:0030638	polyketide metabolic process	0.3920908201134789	0.3920908201134789	+1	AKR1C2,AKR1C1
GO:0045987	positive regulation of smooth muscle contraction	0.3920908201134789	0.3920908201134789	+1	SRF,F2R
GO:0002053	positive regulation of mesenchymal cell proliferation	0.3920908201134789	0.3920908201134789	+1	MYC,FGFR2
GO:0044598	doxorubicin metabolic process	0.3920908201134789	0.3920908201134789	+1	AKR1C2,AKR1C1
GO:1905383	protein localization to presynapse	0.3920908201134789	0.3920908201134789	+1	KIF5B,MAP1A
GO:0045061	thymic T cell selection	0.3920908201134789	0.3920908201134789	+1	JAG2,PTPN2
GO:1902947	regulation of tau-protein kinase activity	0.3920908201134789	0.3920908201134789	+1	HSP90AB1,HSP90AA1
GO:0015911	long-chain fatty acid import across plasma membrane	0.3920908201134789	0.3920908201134789	+1	AKT2,SLC27A5
GO:1902645	tertiary alcohol biosynthetic process	0.3920908201134789	0.3920908201134789	+1	BMP5,H6PD
GO:0060039	pericardium development	0.3920908201134789	0.3920908201134789	+1	FLRT3,BMP5
GO:0003401	axis elongation	0.3920908201134789	0.3920908201134789	+1	NKD1,FGFR2
GO:0050779	RNA destabilization	0.3975444347079158	0.3975444347079158	+1	HNRNPU,KHSRP,HNRNPD,DHX9,EXOSC2,SYNCRIP,MEX3D,EXOSC8,YBX1
GO:0072175	epithelial tube formation	0.39878132833066177	0.39878132833066177	+1	BMP5,KDM2B,STIL,SEMA4C,DEAF1,FGFR2
GO:0048736	appendage development	0.40301947016306594	0.40301947016306594	+1	HDAC2,KAT2A,RARG,TWIST1,MBNL1,FGFR2,LRP4
GO:0042542	response to hydrogen peroxide	0.40301947016306594	0.40301947016306594	+1	RPS3,RACK1,TRAP1,ECT2,PRDX3,SIGMAR1,CYP1B1
GO:0060173	limb development	0.40301947016306594	0.40301947016306594	+1	HDAC2,KAT2A,RARG,TWIST1,MBNL1,FGFR2,LRP4
GO:0099054	presynapse assembly	0.40955152033730374	0.40955152033730374	+1	PTEN,SNCA,PTPRD,LRP4
GO:0022405	hair cycle process	0.40955152033730374	0.40955152033730374	+1	SPINK5,GAL,HDAC2,FGFR2
GO:0043616	keratinocyte proliferation	0.40955152033730374	0.40955152033730374	+1	FERMT1,FGFR2,VDR,SRSF6
GO:0051204	protein insertion into mitochondrial membrane	0.40955152033730374	0.40955152033730374	+1	TIMM13,TOMM40,TIMM8B,HSP90AA1
GO:0022404	molting cycle process	0.40955152033730374	0.40955152033730374	+1	SPINK5,GAL,HDAC2,FGFR2
GO:0010660	regulation of muscle cell apoptotic process	0.40955152033730374	0.40955152033730374	+1	NACA,NUPR1,CDKN2A,DNMT1
GO:0000959	mitochondrial RNA metabolic process	0.40955152033730374	0.40955152033730374	+1	TFAM,DARS2,EARS2,ELAC2,RPUSD4
GO:0006766	vitamin metabolic process	0.41303897059937744	0.41303897059937744	+1	PSAT1,DHFR,NNMT,AASDHPPT,SLC19A1,VKORC1L1,SHMT2,PRMT3,MTHFD2
GO:0061014	positive regulation of mRNA catabolic process	0.41303897059937744	0.41303897059937744	+1	HNRNPU,KHSRP,HNRNPD,DHX9,EXOSC2,SYNCRIP,MEX3D,EXOSC8,YBX1
GO:0045619	regulation of lymphocyte differentiation	0.41395036194941737	0.41395036194941737	+1	SPINK5,HMGB1,SOX12,XRCC6,KAT2A,SMARCC1,SMARCC2,FANCA,SMARCB1,PRDM1,CDKN2A,ACTL6A,PTPN2
GO:1900407	regulation of cellular response to oxidative stress	0.4195698070743233	0.4195698070743233	+1	ATF4,DHFR,RACK1,TRAP1,SFPQ,LANCL1
GO:0006998	nuclear envelope organization	0.4195698070743233	0.4195698070743233	+1	LMNB1,RCC1,PLK1,LMNB2,TMEM201,NUP93
GO:0044091	membrane biogenesis	0.4195698070743233	0.4195698070743233	+1	RCC1,PTEN,ANK3,DMKN,PTPRD,LRP4
GO:0070301	cellular response to hydrogen peroxide	0.4195698070743233	0.4195698070743233	+1	RPS3,RACK1,TRAP1,ECT2,SIGMAR1,CYP1B1
GO:0030901	midbrain development	0.4215964553957007	0.4215964553957007	+1	G6PD,KDM2B,CALM1,LDHA,YWHAH,FGFR2,ENO3
GO:0016441	post-transcriptional gene silencing	0.4215964553957007	0.4215964553957007	+1	RAN,NEAT1,DHX9,ELAVL1,EIF6,XPO5,NCOR2
GO:0009435	NAD biosynthetic process	0.4225316175370195	0.4225316175370195	+1	QPRT,KYNU,NNMT
GO:0033233	regulation of protein sumoylation	0.4225316175370195	0.4225316175370195	+1	SAE1,UBA2,CDKN2A
GO:0000729	DNA double-strand break processing	0.4225316175370195	0.4225316175370195	+1	BLM,DNA2,NBN
GO:0042104	positive regulation of activated T cell proliferation	0.4225316175370195	0.4225316175370195	+1	RPS3,HMGB1,IL27RA
GO:0033137	negative regulation of peptidyl-serine phosphorylation	0.4225316175370195	0.4225316175370195	+1	DDIT4,RACK1,PTEN
GO:0016075	rRNA catabolic process	0.4225316175370195	0.4225316175370195	+1	EXOSC2,EXOSC6,EXOSC8
GO:0014904	myotube cell development	0.4225316175370195	0.4225316175370195	+1	NACA,MYORG,HDAC9
GO:0045927	positive regulation of growth	0.4241610985711499	0.4241610985711499	+1	DBN1,NACA,H3-3B,MLST8,BCL11A,TAF9B,EXOSC2,DNPH1,MAPT,ZPR1,FGFR2,CSNK2A1,PPIB,RPS6KA1
GO:0006626	protein targeting to mitochondrion	0.4276093606330323	0.4276093606330323	+1	HSPD1,SREBF1,TIMM13,TOMM40,TIMM8B,SAE1,TIMM50,TOMM34,HSP90AA1
GO:0018107	peptidyl-threonine phosphorylation	0.4276093606330323	0.4276093606330323	+1	CDK1,DDIT4,PLK1,CAD,CIT,CHEK1,STK39,CALM1,CSNK2A1
GO:0090311	regulation of protein deacetylation	0.4321090354905712	0.4321090354905712	+1	NNMT,PRMT6,KAT2A,WDR5,MAPT
GO:0002011	morphogenesis of an epithelial sheet	0.4321090354905712	0.4321090354905712	+1	FLRT3,BMP5,FERMT1,PTEN,PALS1
GO:0016578	histone deubiquitination	0.4321090354905712	0.4321090354905712	+1	BRCA1,TAF9,KAT2A,SF3B5,TRRAP
GO:0008286	insulin receptor signaling pathway	0.4345702452972327	0.4345702452972327	+1	NUCKS1,AKT2,SHC1,PIK3R3,PHIP,PTPN11,GRB14,PTPN2
GO:2001235	positive regulation of apoptotic signaling pathway	0.4345702452972327	0.4345702452972327	+1	RPS3,MYC,RACK1,PTEN,RPS7,EIF5A,NUPR1,SFPQ
GO:0060606	tube closure	0.4364218439184562	0.4364218439184562	+1	KDM2B,STIL,SEMA4C,DEAF1
GO:0001843	neural tube closure	0.4364218439184562	0.4364218439184562	+1	KDM2B,STIL,SEMA4C,DEAF1
GO:0099172	presynapse organization	0.4364218439184562	0.4364218439184562	+1	PTEN,SNCA,PTPRD,LRP4
GO:0031112	positive regulation of microtubule polymerization or depolymerization	0.4364218439184562	0.4364218439184562	+1	RPS3,PSRC1,MAPT,GIT1
GO:0010657	muscle cell apoptotic process	0.4364218439184562	0.4364218439184562	+1	NACA,NUPR1,CDKN2A,DNMT1
GO:0045652	regulation of megakaryocyte differentiation	0.4364218439184562	0.4364218439184562	+1	HMGB2,PRMT6,PRMT1,EIF6
GO:0051568	histone H3-K4 methylation	0.4383426512987394	0.4383426512987394	+1	BRCA1,KDM1A,KMT2A,WDR5,BOD1,WDR82
GO:0034308	primary alcohol metabolic process	0.4383426512987394	0.4383426512987394	+1	AKR1C2,AKR1C1,BMP5,RDH10,GPD2,H6PD,CYP1B1
GO:0009408	response to heat	0.4383426512987394	0.4383426512987394	+1	HSP90AB1,TPR,EIF2B1,PSIP1,MAPT,HSP90AA1,ATM
GO:0007173	epidermal growth factor receptor signaling pathway	0.44277813795458415	0.44277813795458415	+1	NEU3,SHC1,FAM83A,PTPN11,CCDC88A,NUP62,WDR54,PTPN2,FAM83B
GO:0000012	single strand break repair	0.44307321842210745	0.44307321842210745	+1	PARP1,TDP1
GO:0042159	lipoprotein catabolic process	0.44307321842210745	0.44307321842210745	+1	PPT1,NOTUM
GO:0043471	regulation of cellular carbohydrate catabolic process	0.44307321842210745	0.44307321842210745	+1	PGAM1,MLST8
GO:0042276	error-prone translesion synthesis	0.44307321842210745	0.44307321842210745	+1	USP1,POLD3
GO:0046697	decidualization	0.44307321842210745	0.44307321842210745	+1	PARP1,VDR
GO:0051900	regulation of mitochondrial depolarization	0.44307321842210745	0.44307321842210745	+1	DCN,RACK1
GO:1903204	negative regulation of oxidative stress-induced neuron death	0.44307321842210745	0.44307321842210745	+1	ATF4,RACK1
GO:0090657	telomeric loop disassembly	0.44307321842210745	0.44307321842210745	+1	BLM,RECQL4
GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	0.44307321842210745	0.44307321842210745	+1	PRKD3,F2R
GO:0045820	negative regulation of glycolytic process	0.44307321842210745	0.44307321842210745	+1	NUPR1,GIT1
GO:0090239	regulation of histone H4 acetylation	0.44307321842210745	0.44307321842210745	+1	BRCA1,SMARCB1
GO:0090128	regulation of synapse maturation	0.44307321842210745	0.44307321842210745	+1	CDC20,ADGRL1
GO:0006563	L-serine metabolic process	0.44307321842210745	0.44307321842210745	+1	PSAT1,SHMT2
GO:0051127	positive regulation of actin nucleation	0.44307321842210745	0.44307321842210745	+1	WASF1,BRK1
GO:0090646	mitochondrial tRNA processing	0.44307321842210745	0.44307321842210745	+1	ELAC2,RPUSD4
GO:2000052	positive regulation of non-canonical Wnt signaling pathway	0.44307321842210745	0.44307321842210745	+1	RSPO3,NKD1
GO:0031334	positive regulation of protein-containing complex assembly	0.4445468356676362	0.4445468356676362	+1	RPS3,ABCA3,CDT1,FERMT1,RACK1,SNCA,CDC42EP1,PSRC1,PFN2,MAPT,HSP90AA1,ATM,GIT1,BRK1
GO:0050792	regulation of viral process	0.44663926736832255	0.44663926736832255	+1	TOP2A,HMGB1,ILF3,TRIM14,KPNA2,RSF1,DHX9,LY6E,STAU1,PPIH,UBP1,SRPK1,TOP2B
GO:0090263	positive regulation of canonical Wnt signaling pathway	0.44864945119234545	0.44864945119234545	+1	PTK7,RUVBL1,COL1A1,AMER1,RPS12,FGFR2,ZBED3,JRK
GO:0043470	regulation of carbohydrate catabolic process	0.4524357790909499	0.4524357790909499	+1	PGAM1,MLST8,NUPR1,EIF6,GIT1
GO:0035107	appendage morphogenesis	0.4524357790909499	0.4524357790909499	+1	HDAC2,RARG,TWIST1,MBNL1,FGFR2
GO:0035108	limb morphogenesis	0.4524357790909499	0.4524357790909499	+1	HDAC2,RARG,TWIST1,MBNL1,FGFR2
GO:0001838	embryonic epithelial tube formation	0.4524357790909499	0.4524357790909499	+1	BMP5,KDM2B,STIL,SEMA4C,DEAF1
GO:0021762	substantia nigra development	0.4524357790909499	0.4524357790909499	+1	G6PD,CALM1,LDHA,YWHAH,ENO3
GO:0001941	postsynaptic membrane organization	0.45410169880149925	0.45410169880149925	+1	MESD,GPHN,LRP4
GO:0019363	pyridine nucleotide biosynthetic process	0.45410169880149925	0.45410169880149925	+1	QPRT,KYNU,NNMT
GO:0021955	central nervous system neuron axonogenesis	0.45410169880149925	0.45410169880149925	+1	HSP90AB1,PTEN,HSP90AA1
GO:0032006	regulation of TOR signaling	0.45410169880149925	0.45410169880149925	+1	DDIT4,FAM83D,SEH1L,DEPTOR,TNFAIP8L1,MLST8,SESN3,ATM,RPS6KA1
GO:1901673	regulation of mitotic spindle assembly	0.45410169880149925	0.45410169880149925	+1	PLK1,TPR,HNRNPU
GO:0019359	nicotinamide nucleotide biosynthetic process	0.45410169880149925	0.45410169880149925	+1	QPRT,KYNU,NNMT
GO:0043094	cellular metabolic compound salvage	0.45410169880149925	0.45410169880149925	+1	APRT,UCK2,MTAP
GO:0030262	apoptotic nuclear changes	0.45410169880149925	0.45410169880149925	+1	TOP2A,CDKN2A,ACIN1
